TimeGenerated,UserPrincipalName,UserDisplayName,UserId,IPAddress,AppDisplayName,AppId,ClientAppUsed,ResultType,ResultDescription,ConditionalAccessStatus,IsRisky,RiskLevelDuringSignIn,RiskState,RiskEventTypes,LocationDetails,DeviceDetail,AuthenticationRequirement,IsInteractive,UserAgent,Type
2026-04-28T23:20:40Z,ehernandez@corp.example,Ehernandez,uid-ehernandez,91.219.236.18,Microsoft Teams,app-teams,Browser,50057,User account is disabled.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Moscow"", ""state"": ""Moscow"", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T00:06:23Z,mholmes@corp.example,Mholmes,uid-mholmes,73.45.12.11,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T01:09:40Z,tnguyen@corp.example,Tnguyen,uid-tnguyen,45.140.17.22,Azure Portal,app-azure_portal,Browser,50074,Strong authentication required.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Moscow"", ""state"": ""Moscow"", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T01:11:55Z,dchen@corp.example,Dchen,uid-dchen,73.45.12.11,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T01:42:10Z,bryce@corp.example,Bryce,uid-bryce,73.45.12.10,Office 365,app-office_365,Browser,50053,Account is locked.,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T02:58:40Z,lwoods@corp.example,Lwoods,uid-lwoods,185.220.101.5,Office 365,app-office_365,Browser,50053,User account is locked.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Novosibirsk"", ""state"": """", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T03:18:07Z,jadams@corp.example,Jadams,uid-jadams,73.45.12.10,Office 365,app-office_365,Browser,50053,Account is locked.,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T04:22:17Z,bryce@corp.example,Bryce,uid-bryce,73.45.12.12,SharePoint,app-sharepoint,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T04:47:40Z,agarcia@corp.example,Agarcia,uid-agarcia,77.83.205.180,Microsoft Teams,app-teams,Browser,50057,User account is disabled.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Saint Petersburg"", ""state"": """", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T05:08:52Z,jadams@corp.example,Jadams,uid-jadams,73.45.12.11,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T05:19:10Z,dchen@corp.example,Dchen,uid-dchen,73.45.12.12,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T05:29:48Z,bryce@corp.example,Bryce,uid-bryce,73.45.12.10,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T06:36:40Z,sthompson@corp.example,Sthompson,uid-sthompson,178.176.74.10,Azure Portal,app-azure_portal,Browser,50074,Strong authentication required.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Moscow"", ""state"": ""Moscow"", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T07:59:46Z,mholmes@corp.example,Mholmes,uid-mholmes,73.45.12.11,SharePoint,app-sharepoint,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T08:03:25Z,bryce@corp.example,Bryce,uid-bryce,73.45.12.11,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T08:25:40Z,rmorales@corp.example,Rmorales,uid-rmorales,5.255.255.50,Office 365,app-office_365,Browser,50053,User account is locked.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Moscow"", ""state"": ""Moscow"", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T08:38:17Z,bryce@corp.example,Bryce,uid-bryce,73.45.12.12,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T09:37:05Z,dchen@corp.example,Dchen,uid-dchen,73.45.12.10,SharePoint,app-sharepoint,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T10:14:40Z,mwhite@corp.example,Mwhite,uid-mwhite,91.219.236.18,Microsoft Teams,app-teams,Browser,50057,User account is disabled.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Novosibirsk"", ""state"": """", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T10:44:04Z,dchen@corp.example,Dchen,uid-dchen,73.45.12.11,SharePoint,app-sharepoint,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T11:20:48Z,mholmes@corp.example,Mholmes,uid-mholmes,73.45.12.12,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T12:03:40Z,kpatel@corp.example,Kpatel,uid-kpatel,45.140.17.22,Azure Portal,app-azure_portal,Browser,50074,Strong authentication required.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Saint Petersburg"", ""state"": """", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T12:29:45Z,bryce@corp.example,Bryce,uid-bryce,73.45.12.11,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T13:12:00Z,bryce@corp.example,Bryce,uid-bryce,198.51.100.55,Office 365,app-office_365,Browser,50074,Strong authentication required.,success,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Unknown"", ""state"": """", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",multiFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T13:41:17Z,jadams@corp.example,Jadams,uid-jadams,73.45.12.10,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-29T13:52:40Z,jharris@corp.example,Jharris,uid-jharris,185.220.101.5,Office 365,app-office_365,Browser,50053,User account is locked.,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Moscow"", ""state"": ""Moscow"", ""countryOrRegion"": ""RU""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
