TimeGenerated,UserPrincipalName,UserDisplayName,UserId,IPAddress,AppDisplayName,AppId,ClientAppUsed,ResultType,ResultDescription,ConditionalAccessStatus,IsRisky,RiskLevelDuringSignIn,RiskState,RiskEventTypes,LocationDetails,DeviceDetail,AuthenticationRequirement,IsInteractive,UserAgent,Type
2026-04-28T19:00:20Z,fortega@corp.example,Fortega,uid-fortega,73.45.12.8,Exchange Online,app-exchange,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:02:03Z,ssmith@corp.example,Ssmith,uid-ssmith,73.45.12.109,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:03:55Z,ahaynes@corp.example,Ahaynes,uid-ahaynes,73.45.12.156,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:07:25Z,fortega@corp.example,Fortega,uid-fortega,73.45.12.39,Office 365,app-office_365,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:10:23Z,iyamamoto@corp.example,Iyamamoto,uid-iyamamoto,73.45.12.221,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:11:16Z,ahaynes@corp.example,Ahaynes,uid-ahaynes,73.45.12.213,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:11:27Z,dkim@corp.example,Dkim,uid-dkim,73.45.12.134,Office 365,app-office_365,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:14:02Z,bcarter@corp.example,Bcarter,uid-bcarter,73.45.12.208,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:14:37Z,bcarter@corp.example,Bcarter,uid-bcarter,73.45.12.182,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:15:12Z,kpatel@corp.example,Kpatel,uid-kpatel,73.45.12.33,Office 365,app-office_365,Browser,50057,Authentication failed,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:17:23Z,jadams@corp.example,Jadams,uid-jadams,73.45.12.12,SharePoint,app-sharepoint,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:18:53Z,vchen@corp.example,Vchen,uid-vchen,73.45.12.81,Office 365,app-office_365,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:20:18Z,ahaynes@corp.example,Ahaynes,uid-ahaynes,73.45.12.151,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:21:55Z,rmorales@corp.example,Rmorales,uid-rmorales,73.45.12.11,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:22:48Z,ssmith@corp.example,Ssmith,uid-ssmith,73.45.12.208,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:23:38Z,ehernandez@corp.example,Ehernandez,uid-ehernandez,73.45.12.82,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:24:53Z,tnguyen@corp.example,Tnguyen,uid-tnguyen,73.45.12.93,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:25:17Z,pjohnston@corp.example,Pjohnston,uid-pjohnston,73.45.12.51,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:26:45Z,tnguyen@corp.example,Tnguyen,uid-tnguyen,73.45.12.101,Exchange Online,app-exchange,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:30:29Z,sthompson@corp.example,Sthompson,uid-sthompson,73.45.12.15,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:31:42Z,rrivera@corp.example,Rrivera,uid-rrivera,73.45.12.212,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:32:07Z,kdoyle@corp.example,Kdoyle,uid-kdoyle,73.45.12.129,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:34:24Z,kdoyle@corp.example,Kdoyle,uid-kdoyle,73.45.12.185,Microsoft Teams,app-microsoft_teams,Browser,50057,Authentication failed,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:34:43Z,iyamamoto@corp.example,Iyamamoto,uid-iyamamoto,73.45.12.105,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:36:06Z,lwoods@corp.example,Lwoods,uid-lwoods,73.45.12.12,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:36:09Z,ehernandez@corp.example,Ehernandez,uid-ehernandez,73.45.12.8,Exchange Online,app-exchange,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:36:44Z,pjohnston@corp.example,Pjohnston,uid-pjohnston,73.45.12.69,Exchange Online,app-exchange,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:37:23Z,bsato@corp.example,Bsato,uid-bsato,73.45.12.159,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:39:19Z,kpatel@corp.example,Kpatel,uid-kpatel,73.45.12.11,Exchange Online,app-exchange,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:40:34Z,tnguyen@corp.example,Tnguyen,uid-tnguyen,73.45.12.182,Office 365,app-office_365,Browser,50057,Authentication failed,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:44:03Z,sthompson@corp.example,Sthompson,uid-sthompson,73.45.12.42,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:45:05Z,agarcia@corp.example,Agarcia,uid-agarcia,73.45.12.229,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:45:08Z,bcarter@corp.example,Bcarter,uid-bcarter,73.45.12.135,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:49:43Z,tnguyen@corp.example,Tnguyen,uid-tnguyen,73.45.12.116,Microsoft Teams,app-microsoft_teams,Browser,50074,Authentication failed,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:51:54Z,sthompson@corp.example,Sthompson,uid-sthompson,73.45.12.103,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:53:22Z,ehernandez@corp.example,Ehernandez,uid-ehernandez,73.45.12.24,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:53:26Z,ssmith@corp.example,Ssmith,uid-ssmith,73.45.12.97,Exchange Online,app-exchange,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:55:30Z,agarcia@corp.example,Agarcia,uid-agarcia,73.45.12.80,Exchange Online,app-exchange,Browser,50057,Authentication failed,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:55:35Z,gnorris@corp.example,Gnorris,uid-gnorris,73.45.12.117,Office 365,app-office_365,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:56:10Z,phopkins@corp.example,Phopkins,uid-phopkins,73.45.12.152,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:57:19Z,bcarter@corp.example,Bcarter,uid-bcarter,73.45.12.99,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:57:29Z,fortega@corp.example,Fortega,uid-fortega,73.45.12.204,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:57:39Z,phopkins@corp.example,Phopkins,uid-phopkins,73.45.12.230,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T19:59:14Z,bsato@corp.example,Bsato,uid-bsato,73.45.12.25,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:02:46Z,dkim@corp.example,Dkim,uid-dkim,73.45.12.190,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:03:57Z,kpatel@corp.example,Kpatel,uid-kpatel,73.45.12.11,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:04:00Z,rrivera@corp.example,Rrivera,uid-rrivera,73.45.12.19,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:04:07Z,iyamamoto@corp.example,Iyamamoto,uid-iyamamoto,73.45.12.43,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:06:13Z,ssmith@corp.example,Ssmith,uid-ssmith,73.45.12.203,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:08:46Z,jadams@corp.example,Jadams,uid-jadams,73.45.12.11,Office 365,app-office_365,Browser,0,,success,0,,none,,"{""city"": ""Indianapolis"", ""state"": ""Indiana"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:09:24Z,bsato@corp.example,Bsato,uid-bsato,73.45.12.159,Office 365,app-office_365,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:09:37Z,iyamamoto@corp.example,Iyamamoto,uid-iyamamoto,73.45.12.96,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:12:45Z,fortega@corp.example,Fortega,uid-fortega,73.45.12.226,Office 365,app-office_365,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:12:54Z,bsato@corp.example,Bsato,uid-bsato,73.45.12.155,OneDrive,app-onedrive,Browser,50074,Authentication failed,failure,1,high,atRisk,unfamiliarFeatures,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:15:35Z,pjohnston@corp.example,Pjohnston,uid-pjohnston,73.45.12.91,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 11""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:18:12Z,pjohnston@corp.example,Pjohnston,uid-pjohnston,73.45.12.72,SharePoint Online,app-sharepoint,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:18:13Z,phopkins@corp.example,Phopkins,uid-phopkins,73.45.12.114,OneDrive,app-onedrive,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:20:46Z,tnguyen@corp.example,Tnguyen,uid-tnguyen,73.45.12.211,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Seattle"", ""state"": ""Washington"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:22:08Z,rrivera@corp.example,Rrivera,uid-rrivera,73.45.12.222,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Austin"", ""state"": ""Texas"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""Windows 10""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:23:50Z,bsato@corp.example,Bsato,uid-bsato,73.45.12.48,Microsoft Teams,app-microsoft_teams,Browser,0,,success,0,low,none,,"{""city"": ""Boston"", ""state"": ""Massachusetts"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""iOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
2026-04-28T20:25:52Z,fortega@corp.example,Fortega,uid-fortega,73.45.12.80,Azure Portal,app-azure_portal,Browser,0,,success,0,low,none,,"{""city"": ""Chicago"", ""state"": ""Illinois"", ""countryOrRegion"": ""US""}","{""deviceId"": """", ""operatingSystem"": ""macOS""}",singleFactorAuthentication,1,Mozilla/5.0,SigninLogs
